ID,Card name,Art,Card,Element,Value,Color,Set,Comment
681,Climbing the Mountain,Climbing the Mountain card image,Card-Jitsu Cards full 681,Snow,Burbank 4,Orange,7,Climbers faced many obstacles during the Mountain Expedition in August 2010. Icy caverns and harsh weather made the climb very tiring. Many stopped to rest at base camp before climbing to the summit.
682,"Top of Toughest Mountain (named ""Top of the Tallest Mountain"" in real-life cards)",Top of Toughest Mountain card image,Card-Jitsu Cards full 682,Snow,Burbank 5,Purple,7,"The final challenge for climbers during the Mountain Expedition in August 2010 was to reach the top. Many who did took a picture to celebrate, which could then be used as a player card background !"
683,Cart Surfer Stamps,Cart Surfer Stamps card image,Card-Jitsu Cards full 683,Snow,Burbank 6,Green,7,"To earn all the Stamps in Cart Surfer, you'll need practice... and a little help. For some of the challenges, surfers will need to bring a black puffle with them. You can adopt one of these from the Pet Shop."
684,Stamp Book,Stamp Book card image,Card-Jitsu Cards full 684,Snow,Burbank 7,Yellow,7,"Stamps Books tell YOUR story. Inside you'll find all the pins you've found, the games you've mastered, and the medals you've earned. Customize yours to show others what you like... and what you can do!"
685,Stormy Sky,Stormy Sky card image,Card-Jitsu Cards full 685,Snow,Burbank 8,Green,7,Dark and stormy skies continued to cover the island after the 2010 Halloween Party was over. No one could explain the mysterious weather at first – even Gary the Gadget Guy was baffled.
686,Water Wave Sketches,Water Wave Sketches card image,Card-Jitsu Cards full 686,Snow,Burbank 4,Blue,7,"What do Water Ninjas look like when they're controlling water? That's the question we asked while working on these sketches. We tried lots of different designs, making the water look 'smooth' and 'froamy', until we found the way we liked best."
687,Storm Baffles Gary,Storm Baffles Gary card image,Card-Jitsu Cards full 687,Snow,Burbank 4,Orange,7,"When the Halloween Storm arrived in October 2010, Gary the Gadget Guy was puzzled. ""I had never experienced a storm like it before,"" he said. ""I watched it closely through the binoculars at the Cove. It was very intriguing."""
688,Water Ninja,Water Ninja card image,Card-Jitsu Cards full 688,Water,Burbank 3,Green,7,"Card-Jitsu Water is a fast paced battle. It takes quick thinking and fast flippers to master. Those who do will earn their Water Suit, a Water Gem, and the right to call themselves a Water Ninja."
689,The First Rainstorm,The First Rainstorm card image,Card-Jitsu Cards full 689,Water,Burbank 4,Red,7,"In November 2010, it rained for the first time in Club Penguin history. For days the downpour soaked the island. Weather experts were baffled, and penguins everywhere were spotted with umbrellas and rain gear."
690,Ninja Face-off,Ninja Face-off card image,Card-Jitsu Cards full 690,Water,Burbank 4,Yellow,7,"Ninjas must give their all facing one another in battle. Though matches are fierce, Sensei teaches that competition is the best way to improve your skill. Win or lose, ninjas always remain loyal allies, so remember to tell your opponent ""good game!"""
691,Earning the Water Suit,Earning the Water Suit card image,Card-Jitsu Cards full 691,Water,Burbank 5,Orange,7,"Each part of the Water Ninja Suit is a symbol of skill. They must be earned in order – first the Water Sandals , then the Waterfall Coat and the Torrent Mask . Once you earn the Helmet of Oceans , you're ready to face Sensei."
692,Water Pumping Gadget,Water Pumping Gadget card image,Card-Jitsu Cards full 692,Water,Burbank 6,Blue,7,"A rainstorm drenched the island in November 2010. At Sensei's request, workers set up machines to pump rainwater up to the Dojo. The machines ran on snowballs and Fire Ninja flames!"
693,Preparing the Water Dojo,Preparing the Water Dojo card image,Card-Jitsu Cards full 693,Water,Burbank 6,Orange,7,"During November 2010, everyone helped pump rainwater up to the Dojo. This water was needed to build a new Dojo for Water Ninja training. For a week, much of the island was covered in pipes and water tanks."
694,Gate to the Water Dojo,Gate to the Water Dojo card image,Card-Jitsu Cards full 694,Water,Burbank 8,Blue,7,"The path to the Water Dojo begins in the Ninja Hideout. Once you have an Amulet, touch the stone tablet marked with a sater [4] symbol. A gate will appear and open. Enter it, if you are prepared..."
695,Water Suit,Water Suit card image,Card-Jitsu Cards full 695,Water,Burbank 2,Green,7,"When a ninja wears all the parts of the Water Suit, they will have the power to control water. Wearing only the suit, press 'D', and a wave of water will surge around you."
696,Sign From The Elements,Sign From The Elements card image,Card-Jitsu Cards full 696,Water,Burbank 3,Green,7,The rainstorm in November 2010 was a sign that ninjas were ready to master the element of water. Sensei soon announced the construction of the Water Dojo. It opened on November 25... and Card-Jitsu Water training began.
697,"Sensei - Master of Water (named ""Sensei-Master of Water"" in real-life cards)",Sensei - Master of Water card image,Card-Jitsu Cards full 697,Water,Burbank 4,Red,7,"During construction of the Water Dojo in November 2010, Sensei appeared in the Ninja Hideout. Dressed in his Water Robe, he helped ninjas prepare... and showed them what the power of a Water Ninja could do."
698,Water Ninja Poster Sketch,Water Ninja Poster Sketch card image,Card-Jitsu Cards full 698,Water,Burbank 4,Yellow,7,"This rough sketch was an idea for a poster, showing all the different parts of the new Card-Jitsu Water game. We wanted to make it feel like the beginning of an ancient legend or story. That's why Sensei is so big – he's not a giant, it's just for style!"
699,Water Ninja Sketch,Water Ninja Sketch card image,Card-Jitsu Cards full 699,Water,Burbank 5,Orange,7,This sketch of a Water Ninja was created for a membership card design. We wanted to show how it feels to become a Water Ninja – to have such awesome power and skill. That's why we left off his mask – we wanted to see his expression!
700,Water Beats Fire Sketch,Water Beats Fire Sketch card image,Card-Jitsu Cards full 700,Fire,Burbank 3,Purple,7,"When we were designing what Water Ninjas looked like, it helped to sketch them in different battle poses. We really like this early drawing we found in an artist's sketch book."
701,Blast [5],BLAST card image,Card-Jitsu Cards full 701,Fire,Burbank 8,Red,7,"""Dude. Soooo love the shades. They make me even stronger and more silent. Maybe later we can hang out and I'll eat a Puffle O to entertain 'ya."""
702,Flare [6],FLARE card image,Card-Jitsu Cards full 702,Fire,Burbank 7,Orange,7,"""You think this is fast? You should see how I move when I get shot from a cannon! It's a riot! And I think, actually, it increases happiness."""
703,Chirp [7],CHIRP card image,Card-Jitsu Cards full 703,Snow,Burbank 6,Yellow,7,"""Paints, creativity, and music,"" Chirp replies with whimsy. ""Mix those up with some imagination and you got a masterpiece, my friends, a masterpiece!"""
704,Pop [8],POP card image,Card-Jitsu Cards full 704,Water,Burbank 5,Purple,7,"""I love bubbles! They're beautiful to blow. Bouncy. Breathtaking. Transparent perfection, I say!"""
705,Loop [9],LOOP card image,Card-Jitsu Cards full 705,Fire,Burbank 7,Orange,7,"When a ninja wears all the parts of the Water Suit, they will have the power to control weather. Wearing only the suit, press 'D', and a wave of water will surge around you. [10]"
706,Flit [11],FLIT card image,Card-Jitsu Cards full 706,Snow,Burbank 6,Green,7,"""Um, nope! Can't touch this propeller hat,"" Flit laughs loudly. ""It takes tons of practice... Even I need it! Recall Christmas 2008 when I got stuck sideways in a tree?!"""
707,Bouncer [12],BOUNCER card image,Card-Jitsu Cards full 707,Water,Burbank 5,Blue,7,"""It's so cool to bounce around like my ball,"" he declares. ""By the way... it rolled under a ginormous pile of snow and though I'm small, round and can roll, I'm a bit too puffy. Can you help?"""
708,Ed McCool and Destructo [13],ED MCCOOL AND DESTRUCTO card image,Card-Jitsu Cards full 708,Fire,Burbank 4,Blue,7,"""Dear Gary, met two very talented puffles on an important PSA mission today. Will have to keep a look out for them in the future. They may be useful someday..."""
709,Niblet [14],NIBLET card image,Card-Jitsu Cards full 709,Water,Burbank 2,Green,7,"""From this snowman emerges the almighty Niblet, the might green puffle! He's been trying to become a white puffle by hiding in the snow."""
710,Snowy Night [15],SNOWY NIGHT card image,Card-Jitsu Cards full 710,Snow,Burbank 3,Purple,7,Penguins and puffles never get tired of the snow falling in Club Penguin. Best friends like to take some timeout from their busy life to watch it fall together.
711,Puffles on the Loose [16],PUFFLES ON THE LOOSE card image,Card-Jitsu Cards full 711,Fire,Burbank 4,Green,7,"Sometimes rounding up puffles feels a little like chasing a rainbow. Lots of colors, but the closer you get the farther away it seems."
712,Cadence and the Keeper [17],CADENCE AND THE KEEPER card image,Card-Jitsu Cards full 712,Water,Burbank 3,Green,7,"""Yeah, this little green guy is an epic win,"" Cadence grinned. ""He's got all the right moves. He usually knows where the party's at. He's definitely a Keeper, lolz!"""
713,Golden puffle [18],GOLDEN PUFFLE card image,Card-Jitsu Cards full 713,Snow,Burbank 2,Yellow,7,"Such a popular myth, they made a Stage play about it. Does this puffle really live under the 'berg?"
714,Meteor puffle [19],METEOR PUFFLE card image,Card-Jitsu Cards full 714,Fire,Burbank 5,Red,7,"Swoosh, the mysterious meteor puffle flies through the air with the greatest of ease..."
715,Rainbow puffle [20],RAINBOW PUFFLE card image,Card-Jitsu Cards full 715,Water,Burbank 4,Purple,7,"A multi-colored legend, or just a creative little yellow puffle who has been playing with paint?"
716,Abominable snow puffle [21],ABOMINABLE SNOW PUFFLE card image,Card-Jitsu Cards full 716,Snow,Burbank 3,Orange,7,"""I'm telling ya, it was huge! Twice the size of a penguin and it had claws like a crab. I was shaking in my snow boots!"""
717,Black Puffle [22],BLACK PUFFLE card image,Card-Jitsu Cards full 717,Fire,Burbank 5,Red,7,"""Turbo is my black puffle. It rolls its eyes a lot,"" replies the penguin as he feeds his pet a flipper full of Puffle O's. ""It really gets fired up when I take it out for a walk."""
718,Blue Puffle [23],BLUE PUFFLE card image,Card-Jitsu Cards full 718,Snow,Burbank 2,Blue,7,"""As an employee, I value the blue puffles,"" replies the staff member. ""They are loyal, easy to take care of, and fun to play ball with. You can't go wrong with a blue puffle."""
719,Pink Puffle [24],PINK PUFFLE card image,Card-Jitsu Cards full 719,Snow,Burbank 5,Blue,7,"""This is my pink puffle, Cutie! I named it that because I think its eyes are sooo adorable,"" continues the ballet dancer. ""Plus it matches my outfit!"""
720,Green Puffle [25],GREEN PUFFLE card image,Card-Jitsu Cards full 720,Snow,Burbank 4,Green,7,"""My puffle Greenie is the silliest puffle I've ever met, which is why we get along so well,"" she giggles. ""I love it when it plays on its unicycle – it's so funny!"""
721,Purple Puffle [26],PURPLE PUFFLE card image,Card-Jitsu Cards full 721,Snow,Burbank 3,Purple,7,"""Oh! Look at that one over there blowing bubbles! That one is sooo cute – it should be my pet,"" she exclaims. ""I'll make it Princess Purple because I love princesses and purple!"""
722,Red Puffle [27],RED PUFFLE card image,Card-Jitsu Cards full 722,Snow,Burbank 5,Red,7,"""This is my sidekick on my adventures. I named it Fireball because it's so fast when it goes flying out of its cannon like whooooosh! Look, it's going again!"""
723,Yellow Puffle [28],YELLOW PUFFLE card image,Card-Jitsu Cards full 723,Snow,Burbank 4,Yellow,7,"""I knew I wanted a yellow puffle from the moment I saw it in the Forest at Halloween,"" she replies. ""My puffle Lemon likes to paint just like I do."""
801,Mobile Fire 1,Mobile Fire 1 card image,Card-Jitsu Cards full 801,Fire,Burbank 6,Red,8,"This card does not exist in real-life, and as such has no description"
802,Mobile Snow 1,Mobile Snow 1 card image,Card-Jitsu Cards full 802,Snow,Burbank 7,Green,8,"This card does not exist in real-life, and as such has no description"
803,Mobile Water 1,Mobile Water 1 card image,Card-Jitsu Cards full 803,Water,Burbank 8,Blue,8,"This card does not exist in real-life, and as such has no description"
